segment_id,start_lon,start_lat,end_lon,end_lat,material,diameter_m,length_m,zone_id,pipeline_type,data_quality_flag,assumed_age_years,design_lifespan_years,hw_c_value,start_node_id,end_node_id
5844,75.927456,17.663368,75.927386,17.663001,DI,0.15,41.31794,zone_4,Distribution Pipeline,complete,15,60,130,9494,9474
5845,75.927386,17.663001,75.925996,17.663073,DI,0.15,147.7199,zone_4,Distribution Pipeline,complete,15,60,130,9474,9231
5846,75.926954,17.662156,75.926918,17.661673,DI,0.15,53.6087,zone_4,Distribution Pipeline,complete,15,60,130,9396,9371
5847,75.92752,17.66369,75.927456,17.663368,DI,0.15,36.18164,zone_4,Distribution Pipeline,complete,15,60,130,9495,9494
5848,75.925303,17.664564,75.9245,17.664803,DI,0.15,89.22092,zone_4,Distribution Pipeline,complete,15,60,130,9137,9002
5849,75.925303,17.664564,75.925143,17.663804,DI,0.15,85.79266,zone_4,Distribution Pipeline,complete,15,60,130,9137,9106
5850,75.926579,17.660108,75.926646,17.66077,DI,0.15,73.61998,zone_4,Distribution Pipeline,complete,15,60,130,9318,9319
5851,75.92654,17.660821,75.925984,17.660206,DI,0.15,128.56033,zone_4,Distribution Pipeline,complete,15,60,130,9297,9227
5852,75.925748,17.662266,75.926572,17.66226,DI,0.15,89.41571,zone_4,Distribution Pipeline,complete,15,60,130,9191,9320
5853,75.924714,17.662522,75.924634,17.661535,DI,0.15,109.63797,zone_4,Distribution Pipeline,complete,15,60,130,9034,9017
5854,75.898447,17.687464,75.897425,17.686499,DI,0.15,166.27964,zone_1,Distribution Pipeline,complete,15,60,130,3610,3401
5855,75.914851,17.662608,75.91489,17.662616,DI,0.15,4.30658,zone_8,Distribution Pipeline,complete,15,60,130,7376,7376
5856,75.914851,17.662608,75.914706,17.664731,DI,0.15,280.41353,zone_8,Distribution Pipeline,complete,15,60,130,7376,7289
5857,75.872376,17.666734,75.873053,17.667145,DI,0.15,93.89756,zone_6,Distribution Pipeline,complete,15,60,130,339,355
5858,75.872333,17.666793,75.871951,17.666593,DI,0.15,46.16612,zone_6,Distribution Pipeline,complete,15,60,130,337,336
5859,75.947088,17.672612,75.945972,17.672902,DI,0.15,122.57879,zone_2,Distribution Pipeline,complete,15,60,130,11822,11710
5860,75.942965,17.671975,75.943267,17.671936,DI,0.15,32.28495,zone_2,Distribution Pipeline,complete,15,60,130,11382,11403
5861,75.946592,17.667314,75.946552,17.667209,DI,0.15,12.39784,zone_2,Distribution Pipeline,complete,15,60,130,11760,11759
5862,75.936994,17.671296,75.937266,17.6721,DI,0.15,93.61862,zone_2,Distribution Pipeline,complete,15,60,130,10865,10888
5863,75.937044,17.67128,75.93747,17.672074,DI,0.15,113.9289,zone_2,Distribution Pipeline,complete,15,60,130,10865,10912
5864,75.934024,17.671932,75.93418,17.672484,DI,0.15,63.28451,zone_2,Distribution Pipeline,complete,15,60,130,10558,10584
5865,75.950954,17.686383,75.954565,17.68585,DI,0.15,387.71938,zone_2,Distribution Pipeline,complete,15,60,130,12110,
5866,75.951278,17.676791,75.951496,17.677673,DI,0.15,100.28142,zone_2,Distribution Pipeline,complete,15,60,130,12140,12151
5867,75.950904,17.686333,75.948956,17.678389,DI,0.15,903.48908,zone_2,Distribution Pipeline,complete,15,60,130,12102,11945
5868,75.951303,17.676784,75.950111,17.676886,DI,0.15,148.29573,zone_2,Distribution Pipeline,complete,15,60,130,12140,12049
5869,75.942859,17.672747,75.943351,17.673228,DI,0.15,105.10695,zone_2,Distribution Pipeline,complete,15,60,130,11368,11409
5870,75.954118,17.672074,75.953009,17.674266,DI,0.15,381.87681,zone_2,Distribution Pipeline,complete,15,60,130,12370,12295
5871,75.952174,17.665622,75.952383,17.665593,DI,0.15,29.38055,zone_2,Distribution Pipeline,complete,15,60,130,12219,12238
5872,75.952207,17.665687,75.95193,17.665818,DI,0.15,32.75339,zone_2,Distribution Pipeline,complete,15,60,130,12220,12188
5873,75.953036,17.66853,75.954489,17.668049,DI,0.15,163.32965,zone_2,Distribution Pipeline,complete,15,60,130,12292,12394
5874,75.953299,17.669198,75.953972,17.668983,DI,0.15,75.48026,zone_2,Distribution Pipeline,complete,15,60,130,12314,12362
5875,75.952418,17.671069,75.950054,17.67166,DI,0.15,260.55853,zone_2,Distribution Pipeline,complete,15,60,130,12243,12046
5876,75.946372,17.663626,75.946095,17.662676,DI,0.15,109.99503,zone_2,Distribution Pipeline,complete,15,60,130,11742,11715
5877,75.946372,17.663626,75.946836,17.664786,DI,0.15,137.43281,zone_2,Distribution Pipeline,complete,15,60,130,11742,11786
5878,75.951272,17.669323,75.950339,17.669455,DI,0.15,100.08036,zone_2,Distribution Pipeline,complete,15,60,130,12135,12058
5879,75.951121,17.668607,75.950575,17.668715,DI,0.15,59.2469,zone_2,Distribution Pipeline,complete,15,60,130,12116,12080
5880,75.94911,17.661091,75.948092,17.661158,DI,0.15,108.34111,zone_2,Distribution Pipeline,complete,15,60,130,11952,11899
5881,75.949058,17.660338,75.948073,17.660352,DI,0.15,104.53391,zone_3,Distribution Pipeline,complete,15,60,130,11951,11898
5882,75.879967,17.637725,75.879538,17.636914,DI,0.15,100.66749,zone_5,Distribution Pipeline,complete,15,60,130,961,933
5883,75.891475,17.629027,75.890778,17.629147,DI,0.15,75.11263,zone_5,Distribution Pipeline,complete,15,60,130,2216,2135
5884,75.89127,17.62812,75.892427,17.62791,DI,0.15,125.00663,zone_5,Distribution Pipeline,complete,15,60,130,2193,2338
5885,75.890332,17.638409,75.889362,17.639675,DI,0.15,192.2352,zone_5,Distribution Pipeline,complete,15,60,130,2070,1949
5886,75.882084,17.638562,75.881798,17.638361,DI,0.15,37.62859,zone_5,Distribution Pipeline,complete,15,60,130,1070,1055
5887,75.882586,17.638883,75.88274,17.6386,DI,0.15,35.38195,zone_5,Distribution Pipeline,complete,15,60,130,1110,1122
5888,75.88005,17.637882,75.881674,17.636437,DI,0.15,245.12116,zone_5,Distribution Pipeline,complete,15,60,130,962,1046
5889,75.881798,17.638361,75.882106,17.637958,DI,0.15,56.45113,zone_5,Distribution Pipeline,complete,15,60,130,1055,1068
5890,75.925598,17.657737,75.924391,17.655047,DI,0.15,326.24031,zone_4,Distribution Pipeline,complete,15,60,130,9179,8979
5891,75.935263,17.653428,75.934979,17.651972,DI,0.15,194.65771,zone_4,Distribution Pipeline,complete,15,60,130,10694,10662
5892,75.936506,17.651222,75.93568,17.651638,DI,0.15,98.96343,zone_4,Distribution Pipeline,complete,15,60,130,10812,10729
5893,75.935587,17.651685,75.936291,17.653003,DI,0.15,163.95993,zone_4,Distribution Pipeline,complete,15,60,130,10719,10790
5894,75.924658,17.660413,75.924409,17.658531,DI,0.15,210.00533,zone_4,Distribution Pipeline,complete,15,60,130,9033,8980
5895,75.93432,17.653816,75.933936,17.652899,DI,0.15,113.10666,zone_4,Distribution Pipeline,complete,15,60,130,10603,10544
5896,75.945401,17.654764,75.943974,17.654909,DI,0.15,152.27971,zone_3,Distribution Pipeline,complete,15,60,130,11642,11468
5897,75.945288,17.653664,75.944497,17.653756,DI,0.15,84.54214,zone_3,Distribution Pipeline,complete,15,60,130,11623,11535
5898,75.94038,17.646066,75.940674,17.644486,DI,0.15,223.71938,zone_4,Distribution Pipeline,complete,15,60,130,11154,11179
5899,75.940719,17.644823,75.941009,17.644789,DI,0.15,30.98434,zone_4,Distribution Pipeline,complete,15,60,130,11180,11198
5900,75.93399,17.653029,75.933902,17.653062,DI,0.15,10.09559,zone_4,Distribution Pipeline,complete,15,60,130,10556,10545
5901,75.933902,17.653062,75.933286,17.651657,DI,0.15,168.68687,zone_4,Distribution Pipeline,complete,15,60,130,10545,10456
5902,75.933286,17.651657,75.933712,17.651512,DI,0.15,47.93936,zone_4,Distribution Pipeline,complete,15,60,130,10456,10516
5903,75.936703,17.650361,75.936362,17.649357,DI,0.15,116.79871,zone_4,Distribution Pipeline,complete,15,60,130,10833,10803
5904,75.936593,17.650038,75.937808,17.649724,DI,0.15,134.03991,zone_4,Distribution Pipeline,complete,15,60,130,10823,10942
5905,75.937808,17.649724,75.937545,17.648962,DI,0.15,100.88541,zone_4,Distribution Pipeline,complete,15,60,130,10942,10911
5906,75.935587,17.651685,75.935133,17.651913,DI,0.15,54.41365,zone_4,Distribution Pipeline,complete,15,60,130,10719,10674
5907,75.936506,17.651222,75.936917,17.650899,DI,0.15,65.34373,zone_4,Distribution Pipeline,complete,15,60,130,10812,10851
5908,75.924814,17.657935,75.924085,17.654051,DI,0.15,436.75828,zone_4,Distribution Pipeline,complete,15,60,130,9050,8946
5909,75.926427,17.630911,75.927394,17.631295,DI,0.15,111.13555,zone_5,Distribution Pipeline,complete,15,60,130,9274,9461
5910,75.932177,17.623672,75.927458,17.622997,DI,0.15,506.31213,zone_5,Distribution Pipeline,complete,15,60,130,10293,9482
5911,75.933537,17.62271,75.932308,17.621715,DI,0.15,170.79934,zone_4,Distribution Pipeline,complete,15,60,130,10484,10311
5912,75.928603,17.62783,75.929809,17.628133,DI,0.15,136.6224,zone_4,Distribution Pipeline,complete,15,60,130,9674,9887
5913,75.926232,17.636501,75.925945,17.636787,DI,0.15,46.3409,zone_5,Distribution Pipeline,complete,15,60,130,9248,9210
5914,75.929629,17.626772,75.931209,17.627179,DI,0.15,173.64507,zone_4,Distribution Pipeline,complete,15,60,130,9840,10142
5915,75.928969,17.627453,75.930547,17.627578,DI,0.15,168.28251,zone_4,Distribution Pipeline,complete,15,60,130,9741,10003
5916,75.927888,17.630362,75.926623,17.629902,DI,0.15,143.5715,zone_5,Distribution Pipeline,complete,15,60,130,9555,9307
5917,75.932424,17.638873,75.932357,17.639174,DI,0.15,34.02154,zone_4,Distribution Pipeline,complete,15,60,130,10326,10327
5918,75.92862,17.627814,75.929826,17.628115,DI,0.15,136.22551,zone_4,Distribution Pipeline,complete,15,60,130,9674,9887
5919,75.92961,17.626791,75.93119,17.627198,DI,0.15,173.64507,zone_4,Distribution Pipeline,complete,15,60,130,9840,10142
5920,75.93119,17.627198,75.931209,17.627179,DI,0.15,2.93666,zone_4,Distribution Pipeline,complete,15,60,130,10142,10142
5921,75.929697,17.636947,75.929596,17.638093,DI,0.15,176.21425,zone_4,Distribution Pipeline,complete,15,60,130,9864,9843
5922,75.925991,17.636412,75.925306,17.636183,DI,0.15,80.23824,zone_5,Distribution Pipeline,complete,15,60,130,9221,9129
5923,75.92346,17.642616,75.924187,17.642826,DI,0.15,80.48149,zone_5,Distribution Pipeline,complete,15,60,130,8859,8952
5924,75.923349,17.642842,75.924112,17.643065,DI,0.15,84.60913,zone_5,Distribution Pipeline,complete,15,60,130,8831,8942
5925,75.928466,17.642879,75.928528,17.643266,DI,0.15,43.35995,zone_4,Distribution Pipeline,complete,15,60,130,9660,9662
5926,75.928528,17.643266,75.928714,17.643241,DI,0.15,19.91692,zone_4,Distribution Pipeline,complete,15,60,130,9662,9694
5927,75.931745,17.641781,75.931852,17.641291,DI,0.15,55.42706,zone_4,Distribution Pipeline,complete,15,60,130,10236,10260
5928,75.929678,17.641707,75.929631,17.641193,DI,0.15,57.04712,zone_4,Distribution Pipeline,complete,15,60,130,9870,9849
5929,75.927566,17.650413,75.927701,17.650848,DI,0.15,50.23562,zone_5,Distribution Pipeline,complete,15,60,130,9511,9524
5930,75.926917,17.650533,75.927016,17.652225,DI,0.15,190.33465,zone_5,Distribution Pipeline,complete,15,60,130,9361,9389
5931,75.925327,17.643662,75.926591,17.643731,DI,0.15,134.34229,zone_5,Distribution Pipeline,complete,15,60,130,9130,9314
5932,75.928597,17.643647,75.928528,17.643266,DI,0.15,44.53907,zone_4,Distribution Pipeline,complete,15,60,130,9680,9662
5933,75.924479,17.65209,75.924492,17.652193,DI,0.15,11.38327,zone_4,Distribution Pipeline,complete,15,60,130,8993,8994
5934,75.92501,17.65205,75.925173,17.652066,DI,0.15,17.42843,zone_4,Distribution Pipeline,complete,15,60,130,,9118
5935,75.928052,17.65191,75.927986,17.651942,DI,0.15,7.82586,zone_4,Distribution Pipeline,complete,15,60,130,9600,9584
5936,75.927016,17.652225,75.927854,17.652112,DI,0.15,104.78002,zone_4,Distribution Pipeline,complete,15,60,130,9389,9560
5937,75.929635,17.653783,75.928115,17.653136,DI,0.15,248.90278,zone_4,Distribution Pipeline,complete,15,60,130,9852,9601
5938,75.929591,17.653676,75.929399,17.653355,DI,0.15,45.45066,zone_4,Distribution Pipeline,complete,15,60,130,9851,9816
5939,75.928005,17.651782,75.928051,17.651909,DI,0.15,14.84305,zone_4,Distribution Pipeline,complete,15,60,130,9583,9600
5940,75.929511,17.65351,75.92996,17.653251,DI,0.15,55.68091,zone_4,Distribution Pipeline,complete,15,60,130,9832,9934
5941,75.928045,17.650266,75.928276,17.650952,DI,0.15,79.78892,zone_5,Distribution Pipeline,complete,15,60,130,9582,9625
5942,75.927979,17.650286,75.927806,17.64975,DI,0.15,62.05614,zone_5,Distribution Pipeline,complete,15,60,130,9582,9544
5943,75.92854,17.650117,75.929093,17.650997,DI,0.15,113.69654,zone_5,Distribution Pipeline,complete,15,60,130,9663,9762
5944,75.928742,17.649952,75.928446,17.649455,DI,0.15,63.30025,zone_5,Distribution Pipeline,complete,15,60,130,9696,9642
5945,75.928624,17.65006,75.92827,17.649548,DI,0.15,67.96125,zone_5,Distribution Pipeline,complete,15,60,130,9681,9623
5946,75.929005,17.649716,75.929067,17.64981,DI,0.15,12.32162,zone_5,Distribution Pipeline,complete,15,60,130,9747,9761
5947,75.929271,17.649507,75.929864,17.650386,DI,0.15,115.9017,zone_5,Distribution Pipeline,complete,15,60,130,9795,9915
5948,75.929017,17.649705,75.928788,17.649387,DI,0.15,42.77263,zone_5,Distribution Pipeline,complete,15,60,130,9747,9709
5949,75.929497,17.64935,75.929524,17.649404,DI,0.15,6.63376,zone_5,Distribution Pipeline,complete,15,60,130,9829,9830
5950,75.930951,17.648394,75.930467,17.647667,DI,0.15,95.45197,zone_5,Distribution Pipeline,complete,15,60,130,10112,10006
5951,75.933188,17.645001,75.933234,17.645104,DI,0.15,12.38924,zone_4,Distribution Pipeline,complete,15,60,130,10442,10443
5952,75.933731,17.644705,75.933955,17.645129,DI,0.15,52.65935,zone_4,Distribution Pipeline,complete,15,60,130,10515,10555
5953,75.934381,17.644374,75.935233,17.645017,DI,0.15,156.56486,zone_4,Distribution Pipeline,complete,15,60,130,10610,10683
5954,75.935918,17.643957,75.936082,17.644587,DI,0.15,71.83508,zone_4,Distribution Pipeline,complete,15,60,130,10749,10770
5955,75.936082,17.644587,75.936332,17.644527,DI,0.15,27.32029,zone_4,Distribution Pipeline,complete,15,60,130,10770,10787
5956,75.936332,17.644527,75.936379,17.64471,DI,0.15,20.81058,zone_4,Distribution Pipeline,complete,15,60,130,10787,10802
5957,75.933565,17.644796,75.934423,17.644328,DI,0.15,109.55423,zone_4,Distribution Pipeline,complete,15,60,130,10500,10609
5958,75.934795,17.644204,75.93609,17.643791,DI,0.15,150.04244,zone_4,Distribution Pipeline,complete,15,60,130,10644,10769
5959,75.936851,17.643633,75.937176,17.644186,DI,0.15,92.37008,zone_4,Distribution Pipeline,complete,15,60,130,10850,10876
5960,75.936228,17.643779,75.937066,17.64353,DI,0.15,97.55436,zone_4,Distribution Pipeline,complete,15,60,130,10779,10871
5961,75.936112,17.643813,75.935872,17.642931,DI,0.15,100.86449,zone_4,Distribution Pipeline,complete,15,60,130,10769,10746
5962,75.93462,17.644269,75.934303,17.64326,DI,0.15,116.68997,zone_4,Distribution Pipeline,complete,15,60,130,10627,10601
5963,75.932634,17.645349,75.932681,17.643902,DI,0.15,160.36016,zone_4,Distribution Pipeline,complete,15,60,130,10361,10379
5964,75.931698,17.645954,75.931303,17.645874,DI,0.15,64.81331,zone_5,Distribution Pipeline,complete,15,60,130,10238,10168
5965,75.926244,17.650431,75.926409,17.650785,DI,0.15,42.83014,zone_5,Distribution Pipeline,complete,15,60,130,9256,9283
5966,75.928369,17.650201,75.927575,17.65041,DI,0.15,94.15787,zone_5,Distribution Pipeline,complete,15,60,130,9643,9511
5967,75.931053,17.646387,75.932404,17.645431,DI,0.15,190.65303,zone_5,Distribution Pipeline,complete,15,60,130,10130,10329
5968,75.933575,17.611769,75.933565,17.610211,DI,0.15,172.48058,zone_4,Distribution Pipeline,complete,15,60,130,10493,10491
5969,75.933697,17.613059,75.933216,17.613029,DI,0.15,41.75348,zone_4,Distribution Pipeline,complete,15,60,130,10512,10437
5970,75.93149,17.611022,75.927195,17.602228,DI,0.15,1097.99814,zone_5,Distribution Pipeline,complete,15,60,130,10200,9423
5971,75.93149,17.611022,75.931491,17.611069,DI,0.15,6.00366,zone_4,Distribution Pipeline,complete,15,60,130,10200,10201
5972,75.89739,17.686461,75.894555,17.683305,DI,0.15,463.82376,zone_1,Distribution Pipeline,complete,15,60,130,3401,2754
5973,75.914136,17.624872,75.914947,17.629877,DI,0.15,631.80244,zone_5,Distribution Pipeline,complete,15,60,130,7081,7358
5974,75.903124,17.625892,75.900793,17.626051,DI,0.15,248.06748,zone_5,Distribution Pipeline,complete,15,60,130,4648,4127
5975,75.914841,17.627454,75.917989,17.627532,DI,0.15,334.31626,zone_5,Distribution Pipeline,complete,15,60,130,7317,8100
5976,75.905598,17.628485,75.904447,17.628071,DI,0.15,130.55246,zone_5,Distribution Pipeline,complete,15,60,130,5118,4899
5977,75.911877,17.63146,75.912145,17.630558,DI,0.15,102.93604,zone_5,Distribution Pipeline,complete,15,60,130,6490,6539
5978,75.910153,17.628576,75.9148,17.628525,DI,0.15,524.86271,zone_5,Distribution Pipeline,complete,15,60,130,6116,7319
5979,75.905301,17.625815,75.905334,17.626801,DI,0.15,109.16345,zone_5,Distribution Pipeline,complete,15,60,130,5070,5071
5980,75.905389,17.625814,75.905055,17.624306,DI,0.15,179.19963,zone_5,Distribution Pipeline,complete,15,60,130,5089,5017
5981,75.902799,17.622843,75.905805,17.622504,DI,0.15,321.16398,zone_5,Distribution Pipeline,complete,15,60,130,4589,5158
5982,75.907038,17.629091,75.907009,17.629817,DI,0.15,80.80815,zone_5,Distribution Pipeline,complete,15,60,130,5360,5361
5983,75.909983,17.628243,75.908296,17.62812,DI,0.15,179.60195,zone_5,Distribution Pipeline,complete,15,60,130,6073,5651
5984,75.909424,17.626674,75.90939,17.626671,DI,0.15,3.57249,zone_5,Distribution Pipeline,complete,15,60,130,5946,5946
5985,75.909488,17.627086,75.911904,17.626816,DI,0.15,292.19971,zone_5,Distribution Pipeline,complete,15,60,130,5976,6489
5986,75.904385,17.689482,75.904306,17.68944,CI,0.2,9.61219,zone_2,Distribution Pipeline,complete,35,50,100,4905,4895
5987,75.905455,17.689954,75.905404,17.689955,CI,0.2,5.39324,zone_2,Distribution Pipeline,complete,35,50,100,5116,5100
5988,75.915624,17.670261,75.916091,17.670265,CI,0.2,49.56331,zone_8,Distribution Pipeline,complete,35,50,100,7564,7686
5989,75.922719,17.680755,75.921916,17.680427,CI,0.2,92.60572,zone_2,Distribution Pipeline,complete,35,50,100,8745,8607
5990,75.934985,17.657671,75.938573,17.657094,CI,0.2,386.04332,zone_3,Distribution Pipeline,complete,35,50,100,10665,11021
5991,75.938225,17.663439,75.941431,17.662923,CI,0.2,345.02329,zone_2,Distribution Pipeline,complete,35,50,100,10982,11229
5992,75.922089,17.647569,75.920926,17.647109,CI,0.2,133.48803,zone_5,Distribution Pipeline,complete,35,50,100,8626,8475
5993,75.92155,17.648762,75.92184,17.648103,CI,0.2,79.18205,zone_5,Distribution Pipeline,complete,35,50,100,,8581
5994,75.898,17.634922,75.898777,17.634932,CI,0.2,82.41749,zone_5,Distribution Pipeline,complete,35,50,100,3510,3662
5995,75.896385,17.625892,75.89598,17.623182,CI,0.2,310.33863,zone_5,Distribution Pipeline,complete,35,50,100,3154,3059
5996,75.89598,17.623182,75.896807,17.623102,CI,0.2,88.15576,zone_5,Distribution Pipeline,complete,35,50,100,3059,3247
5997,75.898791,17.62629,75.900817,17.62701,CI,0.2,229.3198,zone_5,Distribution Pipeline,complete,35,50,100,3661,4128
5998,75.914733,17.644679,75.914076,17.64422,CI,0.2,96.64529,zone_5,Distribution Pipeline,complete,35,50,100,7275,7088
5999,75.913344,17.643785,75.91514,17.642139,CI,0.2,347.93177,zone_5,Distribution Pipeline,complete,35,50,100,6889,7417
6000,75.914975,17.658514,75.917659,17.657956,CI,0.2,309.85524,zone_8,Distribution Pipeline,complete,35,50,100,7396,8036
6001,75.91865,17.657601,75.917659,17.657956,CI,0.2,112.31449,zone_8,Distribution Pipeline,complete,35,50,100,,8036
6002,75.917659,17.657956,75.915028,17.659155,CI,0.2,317.35408,zone_8,Distribution Pipeline,complete,35,50,100,8036,7397
6003,75.930723,17.67234,75.926932,17.667184,CI,0.2,919.23206,zone_2,Distribution Pipeline,complete,35,50,100,10057,9375
6004,75.924304,17.662651,75.925691,17.662269,CI,0.2,153.78762,zone_4,Distribution Pipeline,complete,35,50,100,8968,9191
6005,75.921303,17.669038,75.921817,17.669042,CI,0.2,56.84838,zone_8,Distribution Pipeline,complete,35,50,100,8520,8589
6006,75.912773,17.69057,75.912605,17.690599,CI,0.2,18.13853,zone_2,Distribution Pipeline,complete,35,50,100,6769,6723
6007,75.912605,17.690599,75.912348,17.690603,CI,0.2,32.50934,zone_2,Distribution Pipeline,complete,35,50,100,6723,6622
6008,75.904557,17.689568,75.904385,17.689482,CI,0.2,20.59269,zone_2,Distribution Pipeline,complete,35,50,100,4951,4905
6009,75.905404,17.689955,75.904557,17.689568,CI,0.2,102.6551,zone_2,Distribution Pipeline,complete,35,50,100,5100,4951
6010,75.899669,17.686349,75.898495,17.687499,CI,0.2,179.97947,zone_1,Distribution Pipeline,complete,35,50,100,3852,3629
6011,75.910469,17.684338,75.911272,17.684297,CI,0.2,85.52903,zone_3,Distribution Pipeline,complete,35,50,100,6234,6404
6012,75.906292,17.683613,75.907351,17.68361,CI,0.2,112.33389,zone_1,Distribution Pipeline,complete,35,50,100,5230,5461
6013,75.902097,17.684267,75.901082,17.682166,CI,0.2,260.38704,zone_1,Distribution Pipeline,complete,35,50,100,4449,4228
6014,75.905204,17.683644,75.906292,17.683613,CI,0.2,115.59806,zone_1,Distribution Pipeline,complete,35,50,100,5062,5230
6015,75.899386,17.682444,75.90104,17.682148,CI,0.2,178.53213,zone_1,Distribution Pipeline,complete,35,50,100,3787,4204
6016,75.9038,17.687675,75.903768,17.687727,CI,0.2,6.59706,zone_1,Distribution Pipeline,complete,35,50,100,4796,4796
6017,75.898665,17.687325,75.898979,17.689312,CI,0.2,307.10928,zone_1,Distribution Pipeline,complete,35,50,100,3655,3714
6018,75.902611,17.686906,75.903635,17.685493,CI,0.2,194.27737,zone_1,Distribution Pipeline,complete,35,50,100,4555,4762
6019,75.914894,17.6626,75.917273,17.663341,CI,0.2,265.52402,zone_8,Distribution Pipeline,complete,35,50,100,7376,7938
6020,75.917273,17.663341,75.915021,17.665809,CI,0.2,364.46095,zone_8,Distribution Pipeline,complete,35,50,100,7938,7404
6021,75.917273,17.663341,75.917576,17.663462,CI,0.2,34.82791,zone_8,Distribution Pipeline,complete,35,50,100,7938,8011
6022,75.916089,17.671458,75.914219,17.671477,CI,0.2,201.65034,zone_8,Distribution Pipeline,complete,35,50,100,7689,7148
6023,75.914146,17.66709,75.914013,17.66743,CI,0.2,43.55236,zone_8,Distribution Pipeline,complete,35,50,100,7098,7058
6024,75.915024,17.668798,75.914415,17.668801,CI,0.2,64.65235,zone_8,Distribution Pipeline,complete,35,50,100,7405,7194
6025,75.915518,17.669946,75.914324,17.669948,CI,0.2,126.69674,zone_8,Distribution Pipeline,complete,35,50,100,7539,7171
6026,75.904769,17.654609,75.901879,17.649233,CI,0.2,708.53009,zone_6,Distribution Pipeline,complete,35,50,100,4975,4400
6027,75.902709,17.653849,75.901391,17.656222,CI,0.2,319.06702,zone_7,Distribution Pipeline,complete,35,50,100,4570,4281
6028,75.905548,17.658791,75.904156,17.658777,CI,0.2,147.74306,zone_7,Distribution Pipeline,complete,35,50,100,5106,4861
6029,75.904156,17.658777,75.902255,17.658932,CI,0.2,220.72661,zone_7,Distribution Pipeline,complete,35,50,100,4861,4490
6030,75.923104,17.651647,75.924662,17.650121,CI,0.2,343.70218,zone_5,Distribution Pipeline,complete,35,50,100,8800,9030
6031,75.924662,17.650121,75.928207,17.648482,CI,0.2,549.6659,zone_5,Distribution Pipeline,complete,35,50,100,9030,9609
6032,75.918472,17.675974,75.91827,17.676161,CI,0.2,35.97238,zone_3,Distribution Pipeline,complete,35,50,100,8204,8166
6033,75.922486,17.681758,75.921506,17.680592,CI,0.2,211.09478,zone_2,Distribution Pipeline,complete,35,50,100,8707,8552
6034,75.922733,17.680652,75.921104,17.679979,CI,0.2,188.19442,zone_2,Distribution Pipeline,complete,35,50,100,8744,8498
6035,75.922462,17.674595,75.920222,17.674916,CI,0.2,240.29744,zone_3,Distribution Pipeline,complete,35,50,100,8705,8408
6036,75.923769,17.678201,75.923654,17.680373,CI,0.2,240.68602,zone_2,Distribution Pipeline,complete,35,50,100,8914,8897
6037,75.92226,17.673106,75.921241,17.672019,CI,0.2,317.21653,zone_3,Distribution Pipeline,complete,35,50,100,8677,8511
6038,75.949367,17.667952,75.94959,17.667897,CI,0.2,24.40983,zone_2,Distribution Pipeline,complete,35,50,100,11991,12002
6039,75.94959,17.667897,75.949784,17.667849,CI,0.2,21.23289,zone_2,Distribution Pipeline,complete,35,50,100,12002,12021
6040,75.949784,17.667849,75.949994,17.667797,CI,0.2,23.07642,zone_2,Distribution Pipeline,complete,35,50,100,12021,12033
6041,75.949994,17.667797,75.950889,17.667578,CI,0.2,98.00192,zone_2,Distribution Pipeline,complete,35,50,100,12033,12097
6042,75.948318,17.665926,75.947959,17.66605,CI,0.2,40.52143,zone_2,Distribution Pipeline,complete,35,50,100,11913,
6043,75.947923,17.666063,75.948205,17.667594,CI,0.2,203.23413,zone_2,Distribution Pipeline,complete,35,50,100,11888,11906
6044,75.947644,17.666159,75.947399,17.666245,CI,0.2,27.67828,zone_2,Distribution Pipeline,complete,35,50,100,11870,11850
6045,75.947699,17.667852,75.947374,17.667035,CI,0.2,96.82371,zone_2,Distribution Pipeline,complete,35,50,100,11877,11851
6046,75.947374,17.667035,75.946592,17.667314,CI,0.2,88.54256,zone_2,Distribution Pipeline,complete,35,50,100,11851,11760
6047,75.947552,17.667519,75.946822,17.667856,CI,0.2,85.87476,zone_2,Distribution Pipeline,complete,35,50,100,11871,11788
6048,75.951085,17.668436,75.949568,17.668712,CI,0.2,163.93538,zone_2,Distribution Pipeline,complete,35,50,100,12115,12003
6049,75.920263,17.688641,75.919906,17.68949,CI,0.2,101.21436,zone_2,Distribution Pipeline,complete,35,50,100,8420,8373
6050,75.914093,17.681188,75.914012,17.682539,CI,0.2,154.46589,zone_3,Distribution Pipeline,complete,35,50,100,7118,7074
6051,75.917762,17.687721,75.91789,17.687753,CI,0.2,14.0012,zone_2,Distribution Pipeline,complete,35,50,100,8070,8096
6052,75.913922,17.690677,75.913019,17.690527,CI,0.2,112.849,zone_2,Distribution Pipeline,complete,35,50,100,7045,6819
6053,75.913018,17.690527,75.912773,17.69057,CI,0.2,26.46742,zone_2,Distribution Pipeline,complete,35,50,100,6819,6769
6054,75.912773,17.69057,75.912605,17.690599,CI,0.2,18.13853,zone_2,Distribution Pipeline,complete,35,50,100,6769,6723
6055,75.912605,17.690599,75.912348,17.690603,CI,0.2,32.50934,zone_2,Distribution Pipeline,complete,35,50,100,6723,6622
6056,75.920075,17.686061,75.919075,17.684527,CI,0.2,206.18934,zone_2,Distribution Pipeline,complete,35,50,100,8401,8275
6057,75.913954,17.683392,75.912075,17.684275,CI,0.2,290.94536,zone_3,Distribution Pipeline,complete,35,50,100,7075,6557
