segment_id,pss,risk_level,dominant_factor,psi_n,cff_n,adf
6027,0.175,LOW,ADF,0.0,0.0,0.7
6028,0.544,MODERATE,CFF_n,0.219,0.804,0.7
6029,0.552,MODERATE,CFF_n,0.239,0.804,0.7
6030,0.544,MODERATE,CFF_n,0.223,0.8,0.7
6031,0.546,MODERATE,CFF_n,0.228,0.8,0.7
6032,0.175,LOW,ADF,0.0,0.0,0.7
6033,0.175,LOW,ADF,0.0,0.0,0.7
6034,0.175,LOW,ADF,0.0,0.0,0.7
6035,0.175,LOW,ADF,0.0,0.0,0.7
6036,0.175,LOW,ADF,0.0,0.0,0.7
6037,0.175,LOW,ADF,0.0,0.0,0.7
6038,0.175,LOW,ADF,0.0,0.0,0.7
6039,0.175,LOW,ADF,0.0,0.0,0.7
6040,0.175,LOW,ADF,0.0,0.0,0.7
6041,0.175,LOW,ADF,0.0,0.0,0.7
6043,0.175,LOW,ADF,0.0,0.0,0.7
6044,0.175,LOW,ADF,0.0,0.0,0.7
6045,0.175,LOW,ADF,0.0,0.0,0.7
6046,0.175,LOW,ADF,0.0,0.0,0.7
6047,0.175,LOW,ADF,0.0,0.0,0.7
6048,0.175,LOW,ADF,0.0,0.0,0.7
6049,0.523,MODERATE,CFF_n,0.226,0.735,0.7
6050,0.54,MODERATE,CFF_n,0.248,0.758,0.7
6051,0.583,MODERATE,CFF_n,0.376,0.736,0.7
6052,0.556,MODERATE,CFF_n,0.268,0.784,0.7
6053,0.561,MODERATE,CFF_n,0.278,0.784,0.7
6054,0.582,MODERATE,CFF_n,0.331,0.784,0.7
6055,0.57,MODERATE,CFF_n,0.302,0.784,0.7
6056,0.175,LOW,ADF,0.0,0.0,0.7
6057,0.603,MODERATE,CFF_n,0.43,0.733,0.7
6058,0.609,MODERATE,CFF_n,0.442,0.736,0.7
6059,0.542,MODERATE,CFF_n,0.274,0.735,0.7
6060,0.557,MODERATE,CFF_n,0.312,0.735,0.7
6061,0.175,LOW,ADF,0.0,0.0,0.7
6062,0.175,LOW,ADF,0.0,0.0,0.7
6063,0.175,LOW,ADF,0.0,0.0,0.7
6064,0.175,LOW,ADF,0.0,0.0,0.7
6065,0.175,LOW,ADF,0.0,0.0,0.7
6066,0.175,LOW,ADF,0.0,0.0,0.7
6067,0.175,LOW,ADF,0.0,0.0,0.7
6068,0.175,LOW,ADF,0.0,0.0,0.7
6069,0.175,LOW,ADF,0.0,0.0,0.7
6070,0.175,LOW,ADF,0.0,0.0,0.7
6071,0.175,LOW,ADF,0.0,0.0,0.7
6072,0.406,LOW,CFF_n,0.089,0.559,0.7
6073,0.459,LOW,CFF_n,0.221,0.56,0.7
6074,0.371,LOW,CFF_n,0.0,0.56,0.7
6075,0.471,LOW,CFF_n,0.251,0.559,0.7
6076,0.475,LOW,CFF_n,0.261,0.559,0.7
6077,0.403,LOW,CFF_n,0.081,0.559,0.7
6078,0.175,LOW,ADF,0.0,0.0,0.7
6079,0.175,LOW,ADF,0.0,0.0,0.7
6082,0.175,LOW,ADF,0.0,0.0,0.7
6083,0.175,LOW,ADF,0.0,0.0,0.7
6084,0.175,LOW,ADF,0.0,0.0,0.7
6085,0.175,LOW,ADF,0.0,0.0,0.7
6086,0.175,LOW,ADF,0.0,0.0,0.7
6088,0.175,LOW,ADF,0.0,0.0,0.7
6089,0.175,LOW,ADF,0.0,0.0,0.7
6090,0.175,LOW,ADF,0.0,0.0,0.7
6091,0.604,MODERATE,CFF_n,0.347,0.83,0.7
6092,0.575,MODERATE,CFF_n,0.274,0.83,0.7
6093,0.175,LOW,ADF,0.0,0.0,0.7
6094,0.175,LOW,ADF,0.0,0.0,0.7
6095,0.175,LOW,ADF,0.0,0.0,0.7
6096,0.175,LOW,ADF,0.0,0.0,0.7
6097,0.175,LOW,ADF,0.0,0.0,0.7
6098,0.175,LOW,ADF,0.0,0.0,0.7
6099,0.175,LOW,ADF,0.0,0.0,0.7
6100,0.175,LOW,ADF,0.0,0.0,0.7
6101,0.398,LOW,CFF_n,0.068,0.561,0.7
6102,0.438,LOW,CFF_n,0.167,0.561,0.7
6103,0.175,LOW,ADF,0.0,0.0,0.7
6104,0.615,MODERATE,CFF_n,0.415,0.783,0.7
6105,0.61,MODERATE,CFF_n,0.402,0.783,0.7
6106,0.555,MODERATE,CFF_n,0.264,0.784,0.7
6107,0.175,LOW,ADF,0.0,0.0,0.7
6108,0.175,LOW,ADF,0.0,0.0,0.7
6109,0.175,LOW,ADF,0.0,0.0,0.7
6110,0.175,LOW,ADF,0.0,0.0,0.7
6112,0.175,LOW,ADF,0.0,0.0,0.7
6113,0.175,LOW,ADF,0.0,0.0,0.7
6114,0.175,LOW,ADF,0.0,0.0,0.7
6115,0.175,LOW,ADF,0.0,0.0,0.7
6116,0.175,LOW,ADF,0.0,0.0,0.7
6117,0.175,LOW,ADF,0.0,0.0,0.7
6118,0.175,LOW,ADF,0.0,0.0,0.7
6119,0.175,LOW,ADF,0.0,0.0,0.7
6120,0.175,LOW,ADF,0.0,0.0,0.7
6121,0.175,LOW,ADF,0.0,0.0,0.7
6122,0.175,LOW,ADF,0.0,0.0,0.7
6123,0.175,LOW,ADF,0.0,0.0,0.7
6124,0.175,LOW,ADF,0.0,0.0,0.7
6125,0.175,LOW,ADF,0.0,0.0,0.7
6126,0.175,LOW,ADF,0.0,0.0,0.7
6127,0.175,LOW,ADF,0.0,0.0,0.7
6128,0.175,LOW,ADF,0.0,0.0,0.7
6129,0.175,LOW,ADF,0.0,0.0,0.7
6130,0.175,LOW,ADF,0.0,0.0,0.7
6131,0.175,LOW,ADF,0.0,0.0,0.7
6132,0.175,LOW,ADF,0.0,0.0,0.7
6133,0.175,LOW,ADF,0.0,0.0,0.7
6134,0.175,LOW,ADF,0.0,0.0,0.7
6135,0.175,LOW,ADF,0.0,0.0,0.7
6136,0.175,LOW,ADF,0.0,0.0,0.7
6137,0.175,LOW,ADF,0.0,0.0,0.7
6138,0.175,LOW,ADF,0.0,0.0,0.7
6139,0.175,LOW,ADF,0.0,0.0,0.7
6140,0.175,LOW,ADF,0.0,0.0,0.7
6141,0.175,LOW,ADF,0.0,0.0,0.7
6142,0.175,LOW,ADF,0.0,0.0,0.7
6143,0.175,LOW,ADF,0.0,0.0,0.7
6144,0.175,LOW,ADF,0.0,0.0,0.7
6145,0.175,LOW,ADF,0.0,0.0,0.7
6146,0.175,LOW,ADF,0.0,0.0,0.7
6147,0.175,LOW,ADF,0.0,0.0,0.7
6148,0.175,LOW,ADF,0.0,0.0,0.7
6149,0.175,LOW,ADF,0.0,0.0,0.7
6150,0.175,LOW,ADF,0.0,0.0,0.7
6151,0.175,LOW,ADF,0.0,0.0,0.7
6153,0.175,LOW,ADF,0.0,0.0,0.7
6155,0.175,LOW,ADF,0.0,0.0,0.7
6156,0.175,LOW,ADF,0.0,0.0,0.7
6157,0.175,LOW,ADF,0.0,0.0,0.7
6158,0.175,LOW,ADF,0.0,0.0,0.7
6159,0.175,LOW,ADF,0.0,0.0,0.7
6160,0.175,LOW,ADF,0.0,0.0,0.7
6161,0.622,MODERATE,CFF_n,0.416,0.801,0.7
6162,0.175,LOW,ADF,0.0,0.0,0.7
6163,0.175,LOW,ADF,0.0,0.0,0.7
6164,0.175,LOW,ADF,0.0,0.0,0.7
6165,0.175,LOW,ADF,0.0,0.0,0.7
6166,0.175,LOW,ADF,0.0,0.0,0.7
6167,0.175,LOW,ADF,0.0,0.0,0.7
6168,0.175,LOW,ADF,0.0,0.0,0.7
6169,0.175,LOW,ADF,0.0,0.0,0.7
6170,0.175,LOW,ADF,0.0,0.0,0.7
6171,0.175,LOW,ADF,0.0,0.0,0.7
6172,0.175,LOW,ADF,0.0,0.0,0.7
6173,0.175,LOW,ADF,0.0,0.0,0.7
6174,0.175,LOW,ADF,0.0,0.0,0.7
6175,0.175,LOW,ADF,0.0,0.0,0.7
6176,0.175,LOW,ADF,0.0,0.0,0.7
6177,0.175,LOW,ADF,0.0,0.0,0.7
6178,0.175,LOW,ADF,0.0,0.0,0.7
6179,0.175,LOW,ADF,0.0,0.0,0.7
6180,0.175,LOW,ADF,0.0,0.0,0.7
6181,0.175,LOW,ADF,0.0,0.0,0.7
6182,0.413,LOW,CFF_n,0.103,0.56,0.7
6183,0.175,LOW,ADF,0.0,0.0,0.7
6184,0.175,LOW,ADF,0.0,0.0,0.7
6185,0.175,LOW,ADF,0.0,0.0,0.7
6186,0.41,LOW,CFF_n,0.098,0.56,0.7
6187,0.175,LOW,ADF,0.0,0.0,0.7
6188,0.415,LOW,CFF_n,0.11,0.56,0.7
6189,0.618,MODERATE,CFF_n,0.422,0.783,0.7
6190,0.604,MODERATE,CFF_n,0.386,0.784,0.7
6191,0.175,LOW,ADF,0.0,0.0,0.7
6192,0.175,LOW,ADF,0.0,0.0,0.7
6193,0.175,LOW,ADF,0.0,0.0,0.7
6194,0.175,LOW,ADF,0.0,0.0,0.7
6196,0.175,LOW,ADF,0.0,0.0,0.7
6197,0.175,LOW,ADF,0.0,0.0,0.7
6198,0.175,LOW,ADF,0.0,0.0,0.7
6199,0.175,LOW,ADF,0.0,0.0,0.7
6200,0.53,MODERATE,CFF_n,0.24,0.739,0.7
6201,0.175,LOW,ADF,0.0,0.0,0.7
6202,0.175,LOW,ADF,0.0,0.0,0.7
6203,0.476,LOW,CFF_n,0.106,0.739,0.7
6204,0.175,LOW,ADF,0.0,0.0,0.7
6205,0.175,LOW,ADF,0.0,0.0,0.7
6206,0.175,LOW,ADF,0.0,0.0,0.7
6207,0.175,LOW,ADF,0.0,0.0,0.7
6208,0.175,LOW,ADF,0.0,0.0,0.7
6209,0.175,LOW,ADF,0.0,0.0,0.7
6210,0.175,LOW,ADF,0.0,0.0,0.7
6211,0.175,LOW,ADF,0.0,0.0,0.7
6212,0.175,LOW,ADF,0.0,0.0,0.7
6213,0.175,LOW,ADF,0.0,0.0,0.7
6214,0.175,LOW,ADF,0.0,0.0,0.7
6215,0.175,LOW,ADF,0.0,0.0,0.7
6216,0.175,LOW,ADF,0.0,0.0,0.7
6217,0.175,LOW,ADF,0.0,0.0,0.7
6218,0.175,LOW,ADF,0.0,0.0,0.7
6219,0.175,LOW,ADF,0.0,0.0,0.7
6220,0.175,LOW,ADF,0.0,0.0,0.7
6221,0.175,LOW,ADF,0.0,0.0,0.7
6222,0.175,LOW,ADF,0.0,0.0,0.7
6223,0.175,LOW,ADF,0.0,0.0,0.7
6224,0.175,LOW,ADF,0.0,0.0,0.7
6225,0.175,LOW,ADF,0.0,0.0,0.7
6226,0.175,LOW,ADF,0.0,0.0,0.7
6227,0.175,LOW,ADF,0.0,0.0,0.7
6228,0.175,LOW,ADF,0.0,0.0,0.7
6229,0.175,LOW,ADF,0.0,0.0,0.7
6230,0.175,LOW,ADF,0.0,0.0,0.7
6231,0.175,LOW,ADF,0.0,0.0,0.7
6232,0.619,MODERATE,CFF_n,0.41,0.801,0.7
6233,0.175,LOW,ADF,0.0,0.0,0.7
6234,0.175,LOW,ADF,0.0,0.0,0.7
6235,0.175,LOW,ADF,0.0,0.0,0.7
6236,0.175,LOW,ADF,0.0,0.0,0.7
6237,0.175,LOW,ADF,0.0,0.0,0.7
6238,0.175,LOW,ADF,0.0,0.0,0.7
6239,0.175,LOW,ADF,0.0,0.0,0.7
6240,0.175,LOW,ADF,0.0,0.0,0.7
6241,0.175,LOW,ADF,0.0,0.0,0.7
6242,0.175,LOW,ADF,0.0,0.0,0.7
6243,0.175,LOW,ADF,0.0,0.0,0.7
6244,0.175,LOW,ADF,0.0,0.0,0.7
6245,0.175,LOW,ADF,0.0,0.0,0.7
6246,0.175,LOW,ADF,0.0,0.0,0.7
6248,0.175,LOW,ADF,0.0,0.0,0.7
6249,0.175,LOW,ADF,0.0,0.0,0.7
6250,0.175,LOW,ADF,0.0,0.0,0.7
6251,0.175,LOW,ADF,0.0,0.0,0.7
6252,0.175,LOW,ADF,0.0,0.0,0.7
6253,0.175,LOW,ADF,0.0,0.0,0.7
6254,0.175,LOW,ADF,0.0,0.0,0.7
6255,0.175,LOW,ADF,0.0,0.0,0.7
6256,0.175,LOW,ADF,0.0,0.0,0.7
6257,0.175,LOW,ADF,0.0,0.0,0.7
6258,0.175,LOW,ADF,0.0,0.0,0.7
6259,0.175,LOW,ADF,0.0,0.0,0.7
6260,0.175,LOW,ADF,0.0,0.0,0.7
6261,0.175,LOW,ADF,0.0,0.0,0.7
6262,0.175,LOW,ADF,0.0,0.0,0.7
6263,0.175,LOW,ADF,0.0,0.0,0.7
6264,0.175,LOW,ADF,0.0,0.0,0.7
6265,0.175,LOW,ADF,0.0,0.0,0.7
6266,0.175,LOW,ADF,0.0,0.0,0.7
6267,0.175,LOW,ADF,0.0,0.0,0.7
6268,0.062,LOW,ADF,0.0,0.0,0.25
6269,0.062,LOW,ADF,0.0,0.0,0.25
6270,0.062,LOW,ADF,0.0,0.0,0.25
6271,0.062,LOW,ADF,0.0,0.0,0.25
6272,0.062,LOW,ADF,0.0,0.0,0.25
6273,0.062,LOW,ADF,0.0,0.0,0.25
6274,0.062,LOW,ADF,0.0,0.0,0.25
6275,0.062,LOW,ADF,0.0,0.0,0.25
6276,0.062,LOW,ADF,0.0,0.0,0.25
6277,0.062,LOW,ADF,0.0,0.0,0.25
6278,0.062,LOW,ADF,0.0,0.0,0.25
6279,0.062,LOW,ADF,0.0,0.0,0.25
6280,0.062,LOW,ADF,0.0,0.0,0.25
6281,0.062,LOW,ADF,0.0,0.0,0.25
6282,0.385,LOW,CFF_n,0.246,0.641,0.25
6283,0.062,LOW,ADF,0.0,0.0,0.25
6284,0.062,LOW,ADF,0.0,0.0,0.25
6285,0.062,LOW,ADF,0.0,0.0,0.25
6286,0.062,LOW,ADF,0.0,0.0,0.25
6287,0.062,LOW,ADF,0.0,0.0,0.25
6288,0.062,LOW,ADF,0.0,0.0,0.25
6289,0.062,LOW,ADF,0.0,0.0,0.25
6290,0.062,LOW,ADF,0.0,0.0,0.25
6291,0.062,LOW,ADF,0.0,0.0,0.25
6292,0.062,LOW,ADF,0.0,0.0,0.25
6293,0.062,LOW,ADF,0.0,0.0,0.25
6294,0.062,LOW,ADF,0.0,0.0,0.25
6295,0.062,LOW,ADF,0.0,0.0,0.25
6296,0.062,LOW,ADF,0.0,0.0,0.25
6297,0.062,LOW,ADF,0.0,0.0,0.25
6298,0.062,LOW,ADF,0.0,0.0,0.25
6299,0.062,LOW,ADF,0.0,0.0,0.25
6300,0.251,LOW,CFF_n,0.079,0.448,0.25
6301,0.062,LOW,ADF,0.0,0.0,0.25
6302,0.062,LOW,ADF,0.0,0.0,0.25
6303,0.062,LOW,ADF,0.0,0.0,0.25
6304,0.062,LOW,ADF,0.0,0.0,0.25
6305,0.062,LOW,ADF,0.0,0.0,0.25
6306,0.062,LOW,ADF,0.0,0.0,0.25
6307,0.062,LOW,ADF,0.0,0.0,0.25
6308,0.062,LOW,ADF,0.0,0.0,0.25
6310,0.062,LOW,ADF,0.0,0.0,0.25
6311,0.062,LOW,ADF,0.0,0.0,0.25
6312,0.062,LOW,ADF,0.0,0.0,0.25
6313,0.234,LOW,CFF_n,0.036,0.448,0.25
6314,0.062,LOW,ADF,0.0,0.0,0.25
6315,0.062,LOW,ADF,0.0,0.0,0.25
6316,0.062,LOW,ADF,0.0,0.0,0.25
6317,0.062,LOW,ADF,0.0,0.0,0.25
6318,0.062,LOW,ADF,0.0,0.0,0.25
6319,0.062,LOW,ADF,0.0,0.0,0.25
6320,0.062,LOW,ADF,0.0,0.0,0.25
6321,0.062,LOW,ADF,0.0,0.0,0.25
6322,0.062,LOW,ADF,0.0,0.0,0.25
6323,0.062,LOW,ADF,0.0,0.0,0.25
6324,0.062,LOW,ADF,0.0,0.0,0.25
6325,0.062,LOW,ADF,0.0,0.0,0.25
6326,0.062,LOW,ADF,0.0,0.0,0.25
6327,0.062,LOW,ADF,0.0,0.0,0.25
6328,0.062,LOW,ADF,0.0,0.0,0.25
6329,0.062,LOW,ADF,0.0,0.0,0.25
6330,0.062,LOW,ADF,0.0,0.0,0.25
6331,0.062,LOW,ADF,0.0,0.0,0.25
6332,0.062,LOW,ADF,0.0,0.0,0.25
6333,0.062,LOW,ADF,0.0,0.0,0.25
6334,0.062,LOW,ADF,0.0,0.0,0.25
6335,0.552,MODERATE,CFF_n,0.298,0.736,0.7
6336,0.175,LOW,ADF,0.0,0.0,0.7
6337,0.175,LOW,ADF,0.0,0.0,0.7
6338,0.175,LOW,ADF,0.0,0.0,0.7
6339,0.175,LOW,ADF,0.0,0.0,0.7
6342,0.175,LOW,ADF,0.0,0.0,0.7
6343,0.175,LOW,ADF,0.0,0.0,0.7
6344,0.175,LOW,ADF,0.0,0.0,0.7
6345,0.175,LOW,ADF,0.0,0.0,0.7
6346,0.175,LOW,ADF,0.0,0.0,0.7
6347,0.593,MODERATE,CFF_n,0.319,0.83,0.7
6348,0.626,MODERATE,CFF_n,0.401,0.83,0.7
6349,0.585,MODERATE,CFF_n,0.325,0.799,0.7
6350,0.592,MODERATE,CFF_n,0.342,0.799,0.7
6351,0.175,LOW,ADF,0.0,0.0,0.7
6352,0.5,MODERATE,CFF_n,0.111,0.801,0.7
6353,0.175,LOW,ADF,0.0,0.0,0.7
6354,0.175,LOW,ADF,0.0,0.0,0.7
6355,0.175,LOW,ADF,0.0,0.0,0.7
6356,0.175,LOW,ADF,0.0,0.0,0.7
6357,0.175,LOW,ADF,0.0,0.0,0.7
6358,0.586,MODERATE,CFF_n,0.383,0.737,0.7
6359,0.608,MODERATE,CFF_n,0.438,0.737,0.7
6360,0.175,LOW,ADF,0.0,0.0,0.7
6361,0.175,LOW,ADF,0.0,0.0,0.7
6362,0.175,LOW,ADF,0.0,0.0,0.7
6363,0.175,LOW,ADF,0.0,0.0,0.7
6364,0.175,LOW,ADF,0.0,0.0,0.7
6365,0.175,LOW,ADF,0.0,0.0,0.7
6366,0.175,LOW,ADF,0.0,0.0,0.7
6367,0.175,LOW,ADF,0.0,0.0,0.7
6368,0.175,LOW,ADF,0.0,0.0,0.7
6369,0.414,LOW,CFF_n,0.106,0.56,0.7
6370,0.456,LOW,CFF_n,0.211,0.56,0.7
6371,0.414,LOW,CFF_n,0.106,0.56,0.7
6372,0.389,LOW,CFF_n,0.044,0.56,0.7
6373,0.175,LOW,ADF,0.0,0.0,0.7
6374,0.175,LOW,ADF,0.0,0.0,0.7
6375,0.626,MODERATE,CFF_n,0.401,0.83,0.7
6376,0.175,LOW,ADF,0.0,0.0,0.7
6377,0.382,LOW,CFF_n,0.026,0.56,0.7
6378,0.175,LOW,ADF,0.0,0.0,0.7
6379,0.175,LOW,ADF,0.0,0.0,0.7
6380,0.175,LOW,ADF,0.0,0.0,0.7
6381,0.175,LOW,ADF,0.0,0.0,0.7
6382,0.175,LOW,ADF,0.0,0.0,0.7
6383,0.526,MODERATE,CFF_n,0.176,0.801,0.7
6384,0.396,LOW,CFF_n,0.061,0.56,0.7
6385,0.175,LOW,ADF,0.0,0.0,0.7
6386,0.371,LOW,CFF_n,0.0,0.56,0.7
6387,0.175,LOW,ADF,0.0,0.0,0.7
6388,0.175,LOW,ADF,0.0,0.0,0.7
6389,0.175,LOW,ADF,0.0,0.0,0.7
6390,0.175,LOW,ADF,0.0,0.0,0.7
6391,0.175,LOW,ADF,0.0,0.0,0.7
6392,0.516,MODERATE,CFF_n,0.274,0.661,0.7
6393,0.494,LOW,CFF_n,0.218,0.661,0.7
6394,0.514,MODERATE,CFF_n,0.364,0.553,0.7
6396,0.175,LOW,ADF,0.0,0.0,0.7
6397,0.558,MODERATE,CFF_n,0.231,0.83,0.7
6398,0.57,MODERATE,CFF_n,0.261,0.83,0.7
6399,0.175,LOW,ADF,0.0,0.0,0.7
6400,0.514,MODERATE,CFF_n,0.122,0.83,0.7
6401,0.175,LOW,ADF,0.0,0.0,0.7
6402,0.561,MODERATE,CFF_n,0.264,0.801,0.7
6403,0.62,MODERATE,CFF_n,0.411,0.801,0.7
6404,0.616,MODERATE,CFF_n,0.402,0.801,0.7
6405,0.61,MODERATE,CFF_n,0.387,0.801,0.7
6406,0.58,MODERATE,CFF_n,0.312,0.801,0.7
6407,0.569,MODERATE,CFF_n,0.283,0.802,0.7
6408,0.535,MODERATE,CFF_n,0.197,0.804,0.7
6409,0.175,LOW,ADF,0.0,0.0,0.7
6410,0.175,LOW,ADF,0.0,0.0,0.7
6411,0.535,MODERATE,CFF_n,0.255,0.739,0.7
6412,0.599,MODERATE,CFF_n,0.415,0.738,0.7
6413,0.433,LOW,CFF_n,0.154,0.56,0.7
6414,0.559,MODERATE,CFF_n,0.316,0.736,0.7
6415,0.175,LOW,ADF,0.0,0.0,0.7
6417,0.175,LOW,ADF,0.0,0.0,0.7
6418,0.175,LOW,ADF,0.0,0.0,0.7
6419,0.175,LOW,ADF,0.0,0.0,0.7
6420,0.175,LOW,ADF,0.0,0.0,0.7
6421,0.175,LOW,ADF,0.0,0.0,0.7
6422,0.175,LOW,ADF,0.0,0.0,0.7
6423,0.175,LOW,ADF,0.0,0.0,0.7
6424,0.175,LOW,ADF,0.0,0.0,0.7
6425,0.175,LOW,ADF,0.0,0.0,0.7
6426,0.175,LOW,ADF,0.0,0.0,0.7
6427,0.175,LOW,ADF,0.0,0.0,0.7
6428,0.175,LOW,ADF,0.0,0.0,0.7
6429,0.175,LOW,ADF,0.0,0.0,0.7
6430,0.175,LOW,ADF,0.0,0.0,0.7
6431,0.175,LOW,ADF,0.0,0.0,0.7
6432,0.175,LOW,ADF,0.0,0.0,0.7
6433,0.175,LOW,ADF,0.0,0.0,0.7
6434,0.175,LOW,ADF,0.0,0.0,0.7
6435,0.062,LOW,ADF,0.0,0.0,0.25
6436,0.062,LOW,ADF,0.0,0.0,0.25
6437,0.062,LOW,ADF,0.0,0.0,0.25
6438,0.062,LOW,ADF,0.0,0.0,0.25
6439,0.062,LOW,ADF,0.0,0.0,0.25
6440,0.062,LOW,ADF,0.0,0.0,0.25
6441,0.062,LOW,ADF,0.0,0.0,0.25
6442,0.062,LOW,ADF,0.0,0.0,0.25
6443,0.062,LOW,ADF,0.0,0.0,0.25
6444,0.062,LOW,ADF,0.0,0.0,0.25
6445,0.062,LOW,ADF,0.0,0.0,0.25
6446,0.062,LOW,ADF,0.0,0.0,0.25
6447,0.062,LOW,ADF,0.0,0.0,0.25
6448,0.062,LOW,ADF,0.0,0.0,0.25
6449,0.062,LOW,ADF,0.0,0.0,0.25
6450,0.062,LOW,ADF,0.0,0.0,0.25
6451,0.062,LOW,ADF,0.0,0.0,0.25
6452,0.062,LOW,ADF,0.0,0.0,0.25
6453,0.062,LOW,ADF,0.0,0.0,0.25
6454,0.062,LOW,ADF,0.0,0.0,0.25
6455,0.062,LOW,ADF,0.0,0.0,0.25
6456,0.062,LOW,ADF,0.0,0.0,0.25
6457,0.062,LOW,ADF,0.0,0.0,0.25
6458,0.062,LOW,ADF,0.0,0.0,0.25
6459,0.062,LOW,ADF,0.0,0.0,0.25
6460,0.062,LOW,ADF,0.0,0.0,0.25
6461,0.062,LOW,ADF,0.0,0.0,0.25
6462,0.062,LOW,ADF,0.0,0.0,0.25
6463,0.268,LOW,CFF_n,0.121,0.448,0.25
6464,0.062,LOW,ADF,0.0,0.0,0.25
6465,0.062,LOW,ADF,0.0,0.0,0.25
6466,0.062,LOW,ADF,0.0,0.0,0.25
6467,0.062,LOW,ADF,0.0,0.0,0.25
6468,0.175,LOW,ADF,0.0,0.0,0.7
6469,0.175,LOW,ADF,0.0,0.0,0.7
6470,0.175,LOW,ADF,0.0,0.0,0.7
6471,0.175,LOW,ADF,0.0,0.0,0.7
6472,0.175,LOW,ADF,0.0,0.0,0.7
6473,0.544,MODERATE,CFF_n,0.222,0.801,0.7
6474,0.175,LOW,ADF,0.0,0.0,0.7
6475,0.605,MODERATE,CFF_n,0.374,0.801,0.7
6476,0.175,LOW,ADF,0.0,0.0,0.7
6477,0.573,MODERATE,CFF_n,0.294,0.801,0.7
6478,0.175,LOW,ADF,0.0,0.0,0.7
6479,0.175,LOW,ADF,0.0,0.0,0.7
6480,0.175,LOW,ADF,0.0,0.0,0.7
6481,0.175,LOW,ADF,0.0,0.0,0.7
6482,0.175,LOW,ADF,0.0,0.0,0.7
6483,0.175,LOW,ADF,0.0,0.0,0.7
6484,0.175,LOW,ADF,0.0,0.0,0.7
6485,0.175,LOW,ADF,0.0,0.0,0.7
6486,0.175,LOW,ADF,0.0,0.0,0.7
6487,0.175,LOW,ADF,0.0,0.0,0.7
6488,0.175,LOW,ADF,0.0,0.0,0.7
6489,0.175,LOW,ADF,0.0,0.0,0.7
6490,0.625,MODERATE,CFF_n,0.423,0.801,0.7
6491,0.602,MODERATE,CFF_n,0.367,0.801,0.7
6492,0.529,MODERATE,CFF_n,0.185,0.801,0.7
6493,0.175,LOW,ADF,0.0,0.0,0.7
6494,0.585,MODERATE,CFF_n,0.325,0.801,0.7
6495,0.175,LOW,ADF,0.0,0.0,0.7
6496,0.175,LOW,ADF,0.0,0.0,0.7
6497,0.635,MODERATE,CFF_n,0.449,0.801,0.7
6498,0.629,MODERATE,CFF_n,0.433,0.801,0.7
6499,0.629,MODERATE,CFF_n,0.433,0.801,0.7
6500,0.59,MODERATE,CFF_n,0.338,0.801,0.7
6501,0.574,MODERATE,CFF_n,0.296,0.801,0.7
6502,0.517,MODERATE,CFF_n,0.153,0.801,0.7
6503,0.625,MODERATE,CFF_n,0.425,0.801,0.7
6504,0.545,MODERATE,CFF_n,0.225,0.801,0.7
6505,0.175,LOW,ADF,0.0,0.0,0.7
6506,0.58,MODERATE,CFF_n,0.311,0.8,0.7
6507,0.175,LOW,ADF,0.0,0.0,0.7
6508,0.525,MODERATE,CFF_n,0.175,0.8,0.7
6509,0.175,LOW,ADF,0.0,0.0,0.7
6510,0.175,LOW,ADF,0.0,0.0,0.7
6511,0.175,LOW,ADF,0.0,0.0,0.7
6512,0.175,LOW,ADF,0.0,0.0,0.7
6513,0.175,LOW,ADF,0.0,0.0,0.7
6514,0.175,LOW,ADF,0.0,0.0,0.7
6515,0.175,LOW,ADF,0.0,0.0,0.7
6516,0.175,LOW,ADF,0.0,0.0,0.7
6517,0.175,LOW,ADF,0.0,0.0,0.7
6518,0.175,LOW,ADF,0.0,0.0,0.7
6519,0.175,LOW,ADF,0.0,0.0,0.7
6520,0.175,LOW,ADF,0.0,0.0,0.7
6522,0.175,LOW,ADF,0.0,0.0,0.7
6523,0.175,LOW,ADF,0.0,0.0,0.7
6524,0.175,LOW,ADF,0.0,0.0,0.7
6525,0.175,LOW,ADF,0.0,0.0,0.7
6526,0.175,LOW,ADF,0.0,0.0,0.7
6527,0.175,LOW,ADF,0.0,0.0,0.7
6528,0.175,LOW,ADF,0.0,0.0,0.7
6529,0.175,LOW,ADF,0.0,0.0,0.7
6530,0.175,LOW,ADF,0.0,0.0,0.7
6531,0.175,LOW,ADF,0.0,0.0,0.7
6532,0.175,LOW,ADF,0.0,0.0,0.7
6533,0.175,LOW,ADF,0.0,0.0,0.7
6534,0.175,LOW,ADF,0.0,0.0,0.7
6535,0.175,LOW,ADF,0.0,0.0,0.7
6536,0.175,LOW,ADF,0.0,0.0,0.7
6537,0.175,LOW,ADF,0.0,0.0,0.7
6538,0.175,LOW,ADF,0.0,0.0,0.7
6539,0.175,LOW,ADF,0.0,0.0,0.7
6541,0.175,LOW,ADF,0.0,0.0,0.7
6542,0.175,LOW,ADF,0.0,0.0,0.7
6543,0.391,LOW,CFF_n,0.05,0.56,0.7
6544,0.175,LOW,ADF,0.0,0.0,0.7
6545,0.175,LOW,ADF,0.0,0.0,0.7
6547,0.175,LOW,ADF,0.0,0.0,0.7
6548,0.175,LOW,ADF,0.0,0.0,0.7
